Student_ID,Attendance_Percent,Study_Hours_Per_Day,Activities_Participation,Previous_Sem_Marks,Backlogs,Assignment_Completion_Percent,Participation_Score,Final_Marks,Pass_Fail
STU1124,64.3,6.3,1,77.5,1,100.0,6.1,76.6,Pass
STU1125,97.6,3.5,2,89.9,0,100.0,3.4,79.7,Pass
STU1126,64.2,4.6,2,78.9,1,78.3,7.7,73.5,Pass
STU1127,81.6,1.6,2,70.7,3,78.2,5.5,66.5,Pass
STU1128,68.9,2.8,1,53.4,4,70.9,3.1,51.7,Pass
STU1129,77.2,4.7,4,70.5,3,87.3,4.7,74.6,Pass
STU1130,81.9,4.9,1,91.3,0,85.0,6.0,98.4,Pass
STU1131,81.9,3.0,1,55.2,4,53.4,4.1,35.5,Fail
STU1132,83.1,3.4,2,74.7,1,85.7,3.2,70.0,Pass
STU1133,97.4,0.9,2,65.4,3,81.5,3.6,48.7,Pass
STU1134,83.4,2.9,5,76.3,1,60.9,5.4,59.7,Pass
STU1135,75.1,5.0,0,79.6,0,86.3,2.5,74.4,Pass
STU1136,89.6,4.5,0,74.8,0,100.0,5.1,72.0,Pass
STU1137,92.3,4.4,2,88.3,1,87.6,5.9,87.7,Pass
STU1138,63.3,3.6,1,67.6,2,81.8,5.2,53.6,Pass
STU1139,85.2,3.5,4,98.0,0,80.0,6.8,82.3,Pass
STU1140,86.4,2.4,4,65.1,0,68.9,3.9,76.1,Pass
STU1141,74.4,4.7,2,79.7,1,96.3,3.9,72.6,Pass
STU1142,94.5,4.2,1,86.5,1,82.2,6.3,82.4,Pass
STU1143,76.2,4.3,1,74.0,0,75.0,4.3,72.4,Pass
STU1144,79.5,2.6,4,63.8,0,63.0,3.1,67.3,Pass
STU1145,75.9,0.5,1,64.9,2,43.8,3.5,37.8,Fail
STU1146,78.2,5.4,6,96.2,2,92.1,8.1,92.5,Pass
STU1147,64.8,2.7,0,49.9,2,59.3,4.0,40.6,Pass
STU1148,60.7,2.0,1,60.4,1,62.5,2.2,41.2,Pass
STU1149,97.1,4.7,3,98.0,0,78.8,8.1,90.3,Pass
STU1150,67.8,2.8,1,64.0,2,55.9,1.5,54.1,Pass
STU1151,66.1,5.3,3,81.5,0,84.0,5.6,83.9,Pass
STU1152,52.2,4.5,2,81.9,3,85.2,7.3,67.0,Pass
STU1153,70.3,4.7,2,69.8,2,85.1,5.7,65.4,Pass
STU1154,62.1,1.2,1,66.6,1,46.5,4.6,33.4,Fail
STU1155,97.7,5.6,2,98.0,0,87.8,3.4,81.9,Pass
STU1156,90.1,3.9,0,70.1,3,80.7,4.0,54.4,Pass
STU1157,69.7,2.9,1,59.9,3,68.0,3.7,38.3,Fail
STU1158,100.0,3.7,0,76.4,1,67.6,1.7,60.4,Pass
STU1159,89.8,0.5,5,54.8,2,50.7,6.7,48.1,Pass
STU1160,74.1,4.2,4,83.1,1,72.7,4.5,70.9,Pass
STU1161,48.0,1.8,3,47.4,3,46.1,3.5,42.7,Pass
STU1162,100.0,1.2,1,71.2,0,72.9,4.0,60.4,Pass
STU1163,61.3,0.9,2,42.8,1,44.0,3.6,43.3,Pass
STU1164,58.3,5.4,1,81.7,2,84.8,4.7,67.3,Pass
STU1165,90.3,2.4,4,84.0,2,77.9,5.0,76.1,Pass
STU1166,100.0,6.1,1,90.1,0,100.0,6.7,97.8,Pass
STU1167,94.6,2.6,0,74.9,0,86.6,1.8,60.2,Pass
STU1168,84.8,0.6,3,64.2,3,66.4,3.6,56.2,Pass
STU1169,85.1,1.6,1,76.6,0,53.5,4.2,56.1,Pass
STU1170,88.2,5.6,3,84.2,1,97.4,4.1,84.5,Pass
STU1171,87.1,3.2,0,71.2,1,89.5,1.8,62.3,Pass
STU1172,81.4,2.6,2,65.6,0,83.3,4.4,67.5,Pass
STU1173,79.3,3.8,2,76.8,1,83.7,5.8,74.5,Pass
STU1174,77.2,4.4,1,80.9,1,80.6,5.6,65.5,Pass
STU1175,69.0,5.4,3,78.0,1,89.9,5.6,81.5,Pass
STU1176,74.6,6.0,3,85.8,1,100.0,4.6,86.8,Pass
STU1177,57.7,2.9,1,68.0,4,63.1,4.2,41.0,Pass
STU1178,76.8,1.2,1,70.2,3,63.3,4.2,41.8,Pass
STU1179,66.1,2.8,3,71.7,1,63.5,5.2,56.0,Pass
STU1180,64.8,3.9,1,68.0,2,59.8,5.9,58.7,Pass
STU1181,80.2,1.9,0,60.0,4,65.4,1.4,30.7,Fail
STU1182,94.7,1.9,1,74.7,2,68.4,2.5,54.9,Pass
STU1183,89.0,4.1,3,86.3,0,80.8,6.8,81.8,Pass
STU1184,59.2,3.4,4,57.2,3,80.8,3.3,44.2,Pass
STU1185,66.1,3.6,2,74.3,2,80.8,3.7,53.5,Pass
STU1186,89.3,2.2,0,60.8,4,57.6,2.0,40.0,Pass
STU1187,66.2,3.1,2,56.0,2,57.3,2.0,44.4,Pass
STU1188,75.3,1.9,1,49.1,2,61.3,3.3,38.6,Fail
STU1189,84.6,5.0,3,86.0,0,85.2,6.5,80.9,Pass
STU1190,66.4,5.3,2,71.1,2,86.5,5.1,62.7,Pass
STU1191,79.3,0.5,2,39.8,3,44.7,4.9,41.8,Pass
STU1192,62.0,1.9,2,56.1,1,67.1,5.9,43.9,Pass
STU1193,70.8,1.0,0,49.1,2,55.2,2.2,42.1,Pass
STU1194,81.8,2.4,3,70.9,0,68.4,8.7,67.9,Pass
STU1195,58.9,3.4,2,60.6,3,65.8,3.9,43.3,Pass
STU1196,83.3,1.0,0,73.3,0,58.9,2.4,54.4,Pass
STU1197,77.8,1.9,2,69.8,2,46.0,3.0,49.2,Pass
STU1198,84.6,1.8,2,63.8,2,69.2,4.9,51.1,Pass
STU1199,80.7,3.9,2,77.0,1,78.1,4.1,69.4,Pass
STU1200,94.4,3.6,2,93.3,0,77.7,4.4,79.2,Pass
